military_rank,tax_number,full_name,birth_date,source_unit,specialty_name,specialty_code,specialty_mos_code,category,training_location,start_date,end_date,completion_order_number,completion_certificate_number,notes
головний сержант,3513286300,КОЗАК Олександр Григорович,03/09/1996,А7014,Сапер,166,166611,КІБР,333 брез,11/27/2025,01/26/2026,№16 від 26.01.2026,65165,
сержант,3326983721,КИРИЛЕНКО Віталій Олександрович,02/01/1991,А0666,Кулеметник,101,101255,КІБР,333 брез,10/23/2025,12/19/2025,№88 від 19.12.2025,44707,
старший сержант,3773702060,КИРИЛЕНКО Павло Андрійович,04/27/2003,А0501,Кулеметник,101,101255,КІБР,222 брез,11/10/2025,01/08/2026,№214 від 08.01.2026,34435,
старший солдат,2810931776,БІЛОУС Іван Петрович,12/16/1976,А2167,Телеграфіст,402,402721,КІБР,111 брез,10/15/2025,12/09/2025,№40 від 09.12.2025,58447,
солдат,3425502462,БОНДАРЕНКО Володимир Петрович,10/14/1993,А0501,Стрілець,100,100915,БЗВП,242 ЦПП,11/27/2025,01/17/2026,№45 від 17.01.2026,48495,
старший солдат,3021986332,ШЕВЧЕНКО Роман Михайлович,09/26/1982,А0998,Водій,837,837037,КІБР,242 ЦПП,10/26/2025,12/17/2025,№163 від 17.12.2025,36793,
старший сержант,3705315430,КРАВЧЕНКО Вадим Юрійович,06/12/2001,А0998,Радіотелефоніст,403,403733,КІБР,222 брез,10/22/2025,12/08/2025,№385 від 08.12.2025,40668,
сержант,3736764120,ПОЛІЩУК Роман Віталійович,04/22/2002,А4010,Стрілець,100,100915,БЗВП,121 НЦ,11/18/2025,01/03/2026,№146 від 03.01.2026,51812,
головний сержант,3710233715,ДОВЖЕНКО Віктор Глібович,07/31/2001,А0139,Гранатометник,107,107543,КІБР,121 НЦ,11/10/2025,01/05/2026,№62 від 05.01.2026,39753,
головний сержант,3356391129,СИДОРЕНКО Богдан Павлович,11/22/1991,А0139,Механік-водій,121,121223,КІБР,222 брез,10/13/2025,12/09/2025,№488 від 09.12.2025,39009,
солдат,3481722310,ТКАЧУК Роман Григорович,04/29/1995,А2167,Снайпер,110,110001,КІБР,333 брез,10/21/2025,12/14/2025,№408 від 14.12.2025,54816,
сержант,2720242239,ДЯЧЕНКО Андрій Сергійович,06/23/1974,А0139,Радіотелефоніст,403,403733,КІБР,121 НЦ,10/17/2025,12/14/2025,№303 від 14.12.2025,24483,
старший сержант,2858965460,ВОРОНОВ Василь Валерійович,04/10/1978,А0666,Заряджаючий,113,113251,КІБР,222 брез,10/28/2025,12/27/2025,№227 від 27.12.2025,37021,
солдат,3241259317,БОНДАРЕНКО Олексій Степанович,09/27/1988,А7014,Снайпер,110,110001,КІБР,121 НЦ,11/27/2025,01/20/2026,№140 від 20.01.2026,40782,
солдат,3395014370,ВОРОНОВ Павло Віталійович,12/13/1992,А0139,Кулеметник,101,101255,КІБР,121 НЦ,10/06/2025,11/24/2025,№16 від 24.11.2025,51739,
старший сержант,3426149403,КИРИЛЕНКО Борис Олександрович,10/20/1993,А1126,Бойовий медик,878,878453,КІБР,111 брез,11/26/2025,01/16/2026,№276 від 16.01.2026,53599,
сержант,2860001586,МЕЛЬНИК Олександр Олександрович,04/21/1978,А0666,Стрілець,100,100915,БЗВП,333 брез,11/10/2025,12/28/2025,№84 від 28.12.2025,92508,
солдат,3174110465,ОЛІЙНИК Віктор Петрович,11/26/1986,А0666,Розвідник,106,106642,КІБР,222 брез,10/06/2025,11/28/2025,№405 від 28.11.2025,59081,
головний сержант,3350484353,ЛИТВИН Вадим Ігорович,09/24/1991,А0666,Розвідник,106,106642,КІБР,242 ЦПП,10/27/2025,12/21/2025,№166 від 21.12.2025,42683,
старший солдат,3507990858,ОЛІЙНИК Руслан Павлович,01/16/1996,А0501,Механік-водій,121,121223,КІБР,111 брез,10/24/2025,12/17/2025,№444 від 17.12.2025,63746,
старший солдат,3487057987,ДОВЖЕНКО Олег Глібович,06/21/1995,А0998,Бойовий медик,878,878453,КІБР,242 ЦПП,10/21/2025,12/06/2025,№203 від 06.12.2025,82355,
старший солдат,3608857409,МЕЛЬНИК Іван Юрійович,10/21/1998,А4007,Бойовий медик,878,878453,КІБР,242 ЦПП,11/15/2025,12/30/2025,№120 від 30.12.2025,53951,
головний сержант,3146166938,СИДОРЕНКО Петро Сергійович,02/19/1986,А4007,Гранатометник,107,107543,КІБР,333 брез,10/10/2025,11/28/2025,№129 від 28.11.2025,25362,
сержант,3050877865,ОЛІЙНИК Гліб Богданович,07/12/1983,А2167,Заряджаючий,113,113251,КІБР,333 брез,10/19/2025,12/15/2025,№225 від 15.12.2025,27675,
молодший сержант,2726509563,МАРТИНЕНКО Павло Валерійович,08/25/1974,А0998,Бойовий медик,878,878453,КІБР,121 НЦ,11/01/2025,12/20/2025,№442 від 20.12.2025,85673,
старший сержант,3570629051,МОРОЗ Артем Глібович,10/04/1997,А0139,Розвідник,106,106642,КІБР,222 брез,11/04/2025,01/02/2026,№415 від 02.01.2026,63768,
старший солдат,3352601274,МАРТИНЕНКО Віталій Глібович,10/16/1991,А1126,Стрілець,100,100915,БЗВП,242 ЦПП,10/12/2025,12/01/2025,№386 від 01.12.2025,42590,
молодший сержант,2569837194,ДЯЧЕНКО Михайло Віталійович,05/11/1970,А4010,Кулеметник,101,101255,КІБР,242 ЦПП,10/07/2025,12/02/2025,№279 від 02.12.2025,70979,
сержант,3111969350,МАРТИНЕНКО Денис Миколайович,03/14/1985,А4754,Радіотелефоніст,403,403733,КІБР,121 НЦ,11/13/2025,01/09/2026,№222 від 09.01.2026,61268,
старший солдат,2634675120,ЛИТВИН Петро Віталійович,02/18/1972,А4007,Радіотелефоніст,403,403733,КІБР,242 ЦПП,10/20/2025,12/09/2025,№303 від 09.12.2025,63291,
старший сержант,3532574319,ХОТЯНОВИЧ Вадим Григорович,09/18/1996,А4010,Снайпер,110,110001,КІБР,222 брез,10/10/2025,12/08/2025,№172 від 08.12.2025,23410,
старший солдат,3070969952,КУЗЬМЕНКО Михайло Павлович,01/29/1984,А4010,Радіотелефоніст,403,403733,КІБР,242 ЦПП,11/10/2025,12/31/2025,№197 від 31.12.2025,20824,
старший сержант,3751459705,СИДОРЕНКО Анатолій Михайлович,09/16/2002,А4754,Телеграфіст,402,402721,КІБР,222 брез,10/02/2025,11/24/2025,№432 від 24.11.2025,83344,
старший солдат,2778680610,ТИЩЕНКО Валерій Іванович,01/28/1976,А0666,Кулеметник,101,101255,КІБР,121 НЦ,11/19/2025,01/08/2026,№343 від 08.01.2026,87885,
сержант,2736590515,БІЛОУС Гліб Олександрович,12/03/1974,А4010,Стрілець,100,100915,БЗВП,242 ЦПП,11/25/2025,01/16/2026,№24 від 16.01.2026,20156,
сержант,3255378850,СИДОРЕНКО Сергій Юрійович,02/15/1989,А0998,Гранатометник,107,107543,КІБР,222 брез,11/26/2025,01/24/2026,№484 від 24.01.2026,36398,
головний сержант,3060297198,МЕЛЬНИК Максим Іванович,10/14/1983,А4010,Телеграфіст,402,402721,КІБР,121 НЦ,11/27/2025,01/20/2026,№46 від 20.01.2026,19030,
старший солдат,2769621138,ХОТЯНОВИЧ Володимир Олександрович,10/30/1975,А0998,Радіотелефоніст,403,403733,КІБР,121 НЦ,11/01/2025,12/18/2025,№92 від 18.12.2025,40543,
сержант,3394212165,МАРТИНЕНКО Борис Петрович,12/05/1992,А0666,Розвідник,106,106642,КІБР,333 брез,11/11/2025,01/03/2026,№214 від 03.01.2026,67699,
головний сержант,3491621195,ХОТЯНОВИЧ Павло Сергійович,08/06/1995,А4754,Радіотелефоніст,403,403733,КІБР,222 брез,11/02/2025,12/28/2025,№371 від 28.12.2025,77727,
сержант,3613803651,ДОВЖЕНКО Валерій Богданович,12/10/1998,А4010,Сапер,166,166611,КІБР,333 брез,11/19/2025,01/18/2026,№1 від 18.01.2026,86711,
головний сержант,2641180059,КОРШЕВНЮК Валерій Степанович,04/23/1972,А0501,Сапер,166,166611,КІБР,121 НЦ,11/05/2025,01/04/2026,№239 від 04.01.2026,34618,
солдат,2716288390,ОЛІЙНИК Василь Олегович,05/14/1974,А0501,Сапер,166,166611,КІБР,242 ЦПП,10/28/2025,12/24/2025,№81 від 24.12.2025,21401,
молодший сержант,3615879230,ГРИЦЕНКО Володимир Володимирович,12/30/1998,А4754,Снайпер,110,110001,КІБР,333 брез,11/18/2025,01/03/2026,№352 від 03.01.2026,13081,
старший сержант,2828306110,ТКАЧУК Дмитро Олександрович,06/08/1977,А0998,Сапер,166,166611,КІБР,121 НЦ,11/20/2025,01/13/2026,№490 від 13.01.2026,59076,
старший солдат,2679090084,МАРТИНЕНКО Вадим Віталійович,05/07/1973,А0501,Заряджаючий,113,113251,КІБР,333 брез,10/15/2025,12/09/2025,№459 від 09.12.2025,55158,
солдат,3460071141,КОТОВ Валерій Володимирович,09/24/1994,А0139,Оператор БПЛА,212,212720,КІБР,242 ЦПП,10/21/2025,12/06/2025,№34 від 06.12.2025,11044,
старший сержант,3088911667,КУЗЬМЕНКО Роман Миколайович,07/27/1984,А0501,Гранатометник,107,107543,КІБР,333 брез,11/14/2025,12/29/2025,№240 від 29.12.2025,75344,
старший сержант,2633707103,КОЗАК Віталій Володимирович,02/09/1972,А0139,Сапер,166,166611,КІБР,222 брез,10/03/2025,11/25/2025,№109 від 25.11.2025,49096,
старший солдат,2793822105,ОЛІЙНИК Артем Ігорович,06/28/1976,А0139,Заряджаючий,113,113251,КІБР,333 брез,10/19/2025,12/05/2025,№338 від 05.12.2025,22278,
головний сержант,3438851456,ПАВЛЕНКО Іван Михайлович,02/24/1994,А4754,Телеграфіст,402,402721,КІБР,121 НЦ,11/18/2025,01/02/2026,№413 від 02.01.2026,80508,
сержант,3662128124,КОЗАК Денис Глібович,04/06/2000,А4010,Водій,837,837037,КІБР,222 брез,10/20/2025,12/07/2025,№304 від 07.12.2025,13701,
солдат,3771320196,ГРИЦЕНКО Віктор Петрович,04/03/2003,А0998,Механік-водій,121,121223,КІБР,111 брез,11/02/2025,12/24/2025,№279 від 24.12.2025,15296,
сержант,3357637417,КОТОВ Андрій Петрович,12/05/1991,А4007,Сапер,166,166611,КІБР,333 брез,11/27/2025,01/26/2026,№126 від 26.01.2026,38628,
молодший сержант,3641284544,ДОВЖЕНКО Борис Олегович,09/10/1999,А4007,Розвідник,106,106642,КІБР,242 ЦПП,10/04/2025,12/01/2025,№243 від 01.12.2025,85139,
головний сержант,2761492612,ДОВЖЕНКО Олексій Григорович,08/09/1975,А7014,Механік-водій,121,121223,КІБР,333 брез,11/20/2025,01/17/2026,№180 від 17.01.2026,52941,
сержант,3639356140,ПАВЛЕНКО Артем Іванович,08/22/1999,А0139,Кулеметник,101,101255,КІБР,222 брез,11/23/2025,01/15/2026,№216 від 15.01.2026,84058,
солдат,2986958740,МЕЛЬНИК Олексій Валерійович,10/11/1981,А0998,Гранатометник,107,107543,КІБР,121 НЦ,11/16/2025,01/02/2026,№246 від 02.01.2026,92211,
сержант,2613504141,ДОВЖЕНКО Ігор Сергійович,07/22/1971,А7014,Гранатометник,107,107543,КІБР,121 НЦ,11/02/2025,12/20/2025,№18 від 20.12.2025,91921,
сержант,3368300146,СИДОРЕНКО Валерій Валерійович,03/21/1992,А4010,Бойовий медик,878,878453,КІБР,242 ЦПП,11/24/2025,01/23/2026,№269 від 23.01.2026,60725,
старший солдат,2589164110,МЕЛЬНИК Руслан Сергійович,11/20/1970,А7014,Бойовий медик,878,878453,КІБР,222 брез,10/21/2025,12/08/2025,№59 від 08.12.2025,72813,
сержант,3689185312,МЕЛЬНИК Ігор Богданович,01/01/2001,А7014,Водій,837,837037,КІБР,121 НЦ,10/14/2025,12/10/2025,№125 від 10.12.2025,84479,
старший сержант,2634507437,КОЗАК Сергій Сергійович,02/17/1972,А7014,Оператор БПЛА,212,212720,КІБР,121 НЦ,10/06/2025,11/23/2025,№490 від 23.11.2025,92746,
старший сержант,3560308002,ЛИТВИН Гліб Сергійович,06/23/1997,А4010,Кулеметник,101,101255,КІБР,242 ЦПП,11/14/2025,01/10/2026,№94 від 10.01.2026,31911,
старший солдат,3120518556,МОРОЗ Вадим Михайлович,06/08/1985,А4007,Розвідник,106,106642,КІБР,333 брез,11/25/2025,01/21/2026,№192 від 21.01.2026,34546,
старший сержант,3696887657,ТИЩЕНКО Василь Олександрович,03/19/2001,А7014,Кулеметник,101,101255,КІБР,222 брез,11/05/2025,12/21/2025,№3 від 21.12.2025,22042,
старший сержант,3350362151,КОРШЕВНЮК Руслан Олександрович,09/23/1991,А7014,Сапер,166,166611,КІБР,333 брез,10/08/2025,11/28/2025,№73 від 28.11.2025,40269,
солдат,2678670456,ТИЩЕНКО Володимир Олегович,05/03/1973,А0139,Стрілець,100,100915,БЗВП,111 брез,11/24/2025,01/13/2026,№97 від 13.01.2026,68595,
